name,address,city,state,zip_code,phone,website,email,rating,review_count,categories,description,source,source_url
GRAPHIC ARTS MUTUAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 25984,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GRAY INSURANCE COMPANY (THE),,,CA,,,,,,,NAIC: 36307,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN ALLIANCE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 26832,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN ASSURANCE COMPANY,,,CA,,,,,,,NAIC: 26344,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN CONTEMPORARY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 10646,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN INSURANCE COMPANY,,,CA,,,,,,,NAIC: 16691,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN INSURANCE COMPANY OF NEW YORK,,,CA,,,,,,,NAIC: 22136,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN LIFE ASSURANCE COMPANY,,,CA,,,,,,,NAIC: 62200,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 63312,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN PROTECTION INSURANCE COMPANY,,,CA,,,,,,,NAIC: 38580,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN SECURITY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 31135,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT AMERICAN SPIRIT INSURANCE COMPANY,,,CA,,,,,,,NAIC: 33723,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT DIVIDE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 25224,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT NORTHERN INSURANCE COMPANY,,,CA,,,,,,,NAIC: 20303,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT SOUTHERN LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 90212,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT WEST CASUALTY COMPANY,,,CA,,,,,,,NAIC: 11371,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT WESTERN INSURANCE COMPANY,,,CA,,,,,,,NAIC: 71480,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 68322,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREAT-WEST LIFE ASSURANCE COMPANY (THE),,,CA,,,,,,,NAIC: 80705,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREATER BENEFICIAL UNION OF PITTSBURGH,,,CA,,,,,,,NAIC: 56685,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREEK CATHOLIC UNION OF THE U.S.A.,,,CA,,,,,,,NAIC: 56693,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GREENWICH INSURANCE COMPANY,,,CA,,,,,,,NAIC: 22322,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GUARANTEE COMPANY OF NORTH AMERICA USA (THE),,,CA,,,,,,,NAIC: 36650,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GUARANTEE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 11398,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GUARANTEE TRUST LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 64211,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GUARANTY INCOME LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 64238,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
"GUARDIAN INSURANCE & ANNUITY COMPANY, INC. (THE)",,,CA,,,,,,,NAIC: 78778,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),,,CA,,,,,,,NAIC: 64246,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GUIDEONE MUTUAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 15032,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
GUIDEONE SPECIALTY MUTUAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 14559,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HALLMARK INSURANCE COMPANY,,,CA,,,,,,,NAIC: 34037,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HANNOVER LIFE REASSURANCE COMPANY OF AMERICA,,,CA,,,,,,,NAIC: 88340,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HANOVER INSURANCE COMPANY (THE),,,CA,,,,,,,NAIC: 22292,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
"HARBOR POINT REINSURANCE U.S., INC.",,,CA,,,,,,,NAIC: 10829,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARBOR SPECIALTY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 21806,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARCO NATIONAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 26433,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARLEYSVILLE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 23582,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARLEYSVILLE MUTUAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 14168,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD ACCIDENT AND INDEMNITY COMPANY,,,CA,,,,,,,NAIC: 22357,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD CASUALTY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 29424,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD FIRE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 19682,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD INSURANCE COMPANY OF THE MIDWEST,,,CA,,,,,,,NAIC: 37478,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD INTERNATIONAL LIFE REASSURANCE CORPORATION,,,CA,,,,,,,NAIC: 93505,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD LIFE AND ACCIDENT INSURANCE COMPANY,,,CA,,,,,,,NAIC: 70815,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD LIFE AND ANNUITY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 71153,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 88072,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD STEAM BOILER INSPECTION AND INSURANCE COMPANY (THE),,,CA,,,,,,,NAIC: 11452,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HARTFORD UNDERWRITERS INSURANCE COMPANY,,,CA,,,,,,,NAIC: 30104,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HCC LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 92711,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HCSC INSURANCE SERVICES COMPANY,,,CA,,,,,,,NAIC: 78611,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HDI-GERLING AMERICA INSURANCE COMPANY,,,CA,,,,,,,NAIC: 41343,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HEALTH NET LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 66141,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HEALTHMARKETS INSURANCE COMPANY,,,CA,,,,,,,NAIC: 92908,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HEALTHY ALLIANCE LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 78972,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HERITAGE CASUALTY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 32077,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HERITAGE INDEMNITY COMPANY,,,CA,,,,,,,NAIC: 39527,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HERITAGE LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 64394,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HERITAGE UNION LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 62421,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HIGHLANDS INSURANCE COMPANY,,,CA,,,,,,,NAIC: 22489,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HILLSTAR INSURANCE COMPANY,,,CA,,,,,,,NAIC: 10068,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HISCOX INSURANCE COMPANY INC.,,,CA,,,,,,,NAIC: 10200,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HM HEALTH INSURANCE COMPANY,,,CA,,,,,,,NAIC: 71768,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HM LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 93440,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HOLY FAMILY SOCIETY OF U. S. A. (THE),,,CA,,,,,,,NAIC: 57770,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HOMESITE INSURANCE COMPANY OF CALIFORNIA,,,CA,,,,,,,NAIC: 11005,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HOMESTEADERS LIFE COMPANY,,,CA,,,,,,,NAIC: 64505,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HORACE MANN INSURANCE COMPANY,,,CA,,,,,,,NAIC: 22578,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HORACE MANN LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 64513,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HORACE MANN PROPERTY & CASUALTY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 22756,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HOUSEHOLD LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 93777,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
"HOUSING ENTERPRISE INSURANCE COMPANY, INC.",,,CA,,,,,,,NAIC: 11206,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HOUSTON GENERAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 38849,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HSBC INSURANCE COMPANY OF DELAWARE,,,CA,,,,,,,NAIC: 28657,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HUDSON INSURANCE COMPANY,,,CA,,,,,,,NAIC: 25054,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HUMANA INSURANCE COMPANY,,,CA,,,,,,,NAIC: 73288,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HUMANADENTAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 70580,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
HUNGARIAN REFORMED FEDERATION OF AMERICA (THE),,,CA,,,,,,,NAIC: 56553,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
"HYUNDAI MARINE & FIRE INSURANCE CO., LTD.",,,CA,,,,,,,NAIC: 10048,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
IA AMERICAN LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 91693,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
IDEALIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 97764,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
IDS PROPERTY CASUALTY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 29068,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
ILLINOIS MUTUAL LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 64580,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
IMPERIAL CASUALTY AND INDEMNITY COMPANY,,,CA,,,,,,,NAIC: 11487,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INDEMNITY COMPANY OF CALIFORNIA,,,CA,,,,,,,NAIC: 25550,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INDEMNITY INSURANCE COMPANY OF NORTH AMERICA,,,CA,,,,,,,NAIC: 43575,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INDEPENDENCE AMERICAN INSURANCE COMPANY,,,CA,,,,,,,NAIC: 26581,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INDEPENDENCE LIFE AND ANNUITY COMPANY,,,CA,,,,,,,NAIC: 64602,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INDEPENDENT ORDER OF FORESTERS (THE),,,CA,,,,,,,NAIC: 58068,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INDIANA LUMBERMENS MUTUAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 14265,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
"INDIVIDUAL ASSURANCE COMPANY, LIFE, HEALTH & ACCIDENT",,,CA,,,,,,,NAIC: 81779,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
"INDUSTRIAL ALLIANCE PACIFIC INSURANCE AND FINANCIAL SERVICES, INC.",,,CA,,,,,,,NAIC: 84514,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INFINITY AUTO INSURANCE COMPANY,,,CA,,,,,,,NAIC: 11738,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INFINITY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 22268,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INFINITY SELECT INSURANCE COMPANY,,,CA,,,,,,,NAIC: 20260,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
ING LIFE INSURANCE AND ANNUITY COMPANY,,,CA,,,,,,,NAIC: 86509,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
ING USA ANNUITY AND LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 80942,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INSURANCE COMPANY OF ILLINOIS,,,CA,,,,,,,NAIC: 26700,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INSURANCE COMPANY OF NORTH AMERICA,,,CA,,,,,,,NAIC: 22713,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INSURANCE COMPANY OF THE WEST,,,CA,,,,,,,NAIC: 27847,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INSURANCE CORPORATION OF NEW YORK (THE),,,CA,,,,,,,NAIC: 18341,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INTEGON NATIONAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 29742,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INTEGON PREFERRED INSURANCE COMPANY,,,CA,,,,,,,NAIC: 31488,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INTEGRITY LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 74780,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,,,CA,,,,,,,NAIC: 15598,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INTERNATIONAL FIDELITY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 11592,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INVESTORS INSURANCE CORPORATION,,,CA,,,,,,,NAIC: 64939,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
INVESTORS LIFE INSURANCE COMPANY OF NORTH AMERICA,,,CA,,,,,,,NAIC: 63487,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
IRONSHORE INDEMNITY INC.,,,CA,,,,,,,NAIC: 23647,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
JACKSON NATIONAL LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 65056,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
JEFFERSON INSURANCE COMPANY,,,CA,,,,,,,NAIC: 11630,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
JEFFERSON NATIONAL LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 64017,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
JEWELERS MUTUAL INSURANCE COMPANY,,,CA,,,,,,,NAIC: 14354,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
JOHN ALDEN LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 65080,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
JOHN HANCOCK LIFE & HEALTH INSURANCE COMPANY,,,CA,,,,,,,NAIC: 93610,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),,,CA,,,,,,,NAIC: 65838,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
KAISER PERMANENTE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 60053,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
KANAWHA INSURANCE COMPANY,,,CA,,,,,,,NAIC: 65110,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
KANSAS CITY LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 65129,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
KEMPER CASUALTY INSURANCE COMPANY,,,CA,,,,,,,NAIC: 27138,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
KEMPER INDEPENDENCE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 10914,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
KEMPER INVESTORS LIFE INSURANCE COMPANY,,,CA,,,,,,,NAIC: 90557,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
KNIGHTS OF COLUMBUS,,,CA,,,,,,,NAIC: 58033,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
"KSKJ LIFE, AMERICAN SLOVENIAN CATHOLIC UNION",,,CA,,,,,,,NAIC: 56227,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
LAFAYETTE LIFE INSURANCE COMPANY (THE),,,CA,,,,,,,NAIC: 65242,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
LANCER INSURANCE COMPANY,,,CA,,,,,,,NAIC: 26077,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
LANDMARK INSURANCE COMPANY,,,CA,,,,,,,NAIC: 35637,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
LAURIER INDEMNITY COMPANY,,,CA,,,,,,,NAIC: 35246,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
LAWYERS TITLE INSURANCE CORPORATION,,,CA,,,,,,,NAIC: 50024,,CDI Admitted Insurers,https://www.insurance.ca.gov/0250-insurers/0300-insurers/0100-applications/upload/AdmittedInsurers.pdf
